tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-23,3,1237965.3,1237965.3,179534.04,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-26,6,1248932.0,1248932.0,147868.35,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-24,4,1259716.53,1259716.53,177200.39,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-22,2,1351374.61,1351374.61,172757.88,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-21,1,1352075.35,1352075.35,139666.94,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-21,1,1216444.67,1216444.67,110501.97,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-21,1,1214893.03,1069725.91,163807.01,True
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-28,8,1170574.05,1170574.05,126480.91,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-27,7,1190370.3,1190370.3,132930.11,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,1136026.1,1136026.1,176811.2,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-21,1,1128182.84,1128182.84,130876.87,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-08-05,16,1161799.66,1161799.66,127015.62,False
