tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,621868.91,621868.91,64694.65,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,612426.68,612426.68,67313.63,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-23,3,596679.13,596679.13,58560.11,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,650602.19,650602.19,71649.96,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,768336.0,768336.0,85665.72,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,656365.64,656365.64,89563.8,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,668429.96,668429.96,70564.42,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,662649.73,662649.73,59140.97,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,714928.23,714928.23,73171.99,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,733918.77,733918.77,71177.91,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,690294.6,690294.6,82655.9,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,641845.86,641845.86,73803.83,False
