month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,32,515094.23,123622.62,True,0.0605
2025-08,31,494574.94,118697.99,True,0.0596
2025-09,31,495669.91,118960.78,True,0.0616
2025-10,35,562848.32,135083.6,True,0.0644
2025-11,39,628088.36,150741.21,True,0.0676
2025-12,33,539162.35,129398.96,True,0.0828
2026-01,35,565965.48,135831.72,True,0.0658
2026-02,33,543490.34,130437.68,True,0.0651
2026-03,37,608310.43,145994.5,True,0.0535
2026-04,33,553234.01,132776.16,True,0.0886
2026-05,33,560536.63,134528.79,True,0.0548
2026-06,32,546113.67,131067.28,True,0.0644
