month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,10,159790.14,38349.63,True,0.0959
2025-08,11,178652.26,42876.54,True,0.1026
2025-09,10,158795.63,38110.95,True,0.0917
2025-10,13,203070.52,48736.92,True,0.0795
2025-11,15,234528.41,56286.82,True,0.0745
2025-12,12,201661.52,48398.76,True,0.0926
2026-01,11,179749.79,43139.95,True,0.0966
2026-02,11,183157.9,43957.9,True,0.0768
2026-03,11,185238.77,44457.3,True,0.0909
2026-04,11,183667.18,44080.12,True,0.0994
2026-05,11,177763.09,42663.14,True,0.0871
2026-06,11,184840.68,44361.76,True,0.0915
