tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,1042443.91,1042443.91,87706.78,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,998284.67,998284.67,114154.86,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-24,4,1108226.04,1108226.04,124974.07,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,1333095.24,1333095.24,91447.91,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,1506581.07,1506581.07,170866.32,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,1287786.59,1287786.59,186141.98,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,1233565.5,1360739.33,144328.46,True
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-24,4,1257973.44,1257973.44,187787.91,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,1341530.83,1341530.83,160745.94,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,1203520.57,1203520.57,147784.26,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,1110591.65,1110591.65,124573.66,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,1135721.82,1135721.82,144796.14,False
