tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-21,1,554535.58,554535.58,78400.45,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,573380.13,573380.13,58383.84,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,596634.21,596634.21,101154.48,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,743925.88,743925.88,102543.7,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,760223.93,760223.93,76722.09,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-21,1,654778.82,654778.82,93299.11,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,687816.12,687816.12,104757.55,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,663285.14,663285.14,72483.39,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-21,1,705948.79,705948.79,91117.79,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,728383.08,728383.08,77155.2,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-21,1,676875.82,676875.82,80324.85,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-21,1,658098.56,658098.56,79150.75,False
