tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-09-06,17,1187736.34,1187736.34,121833.26,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-21,1,1310015.86,1310015.86,136114.63,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-21,1,1206700.87,1206700.87,165926.08,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-21,1,1431658.27,1431658.27,162613.23,False
2025-11-01,GSTR-1/3B,2025-12-20,2026-01-01,12,1920618.24,1920618.24,175264.46,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-22,2,988972.68,988972.68,144347.16,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-28,8,978227.54,978227.54,146569.59,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,694775.15,694775.15,103345.04,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-24,4,1128867.89,1128867.89,113746.97,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-26,6,999813.69,999813.69,132965.88,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,789376.2,789376.2,78348.48,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-25,5,1609015.56,1609015.56,171948.09,False
