month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,13,203329.33,48799.04,True,0.0824
2025-08,14,225364.8,54087.55,True,0.077
2025-09,11,180039.78,43209.55,True,0.0659
2025-10,12,190023.61,22802.83,False,0.0716
2025-11,13,209015.69,25081.88,False,0.0614
2025-12,12,198441.43,47625.94,True,0.0789
2026-01,15,240888.32,57813.2,True,0.0763
2026-02,13,215822.86,51797.49,True,0.0803
2026-03,15,244107.45,58585.79,True,0.0753
2026-04,15,251273.83,60305.72,True,0.0874
2026-05,17,287065.07,68895.62,True,0.0936
2026-06,18,310708.09,74569.94,True,0.0781
