month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,26,413698.22,99287.57,True,0.0684
2025-08,25,410551.86,49266.22,False,0.0566
2025-09,28,458086.1,109940.66,True,0.0904
2025-10,34,535232.42,128455.78,True,0.0782
2025-11,38,614116.47,147387.95,True,0.063
2025-12,31,503679.85,120883.16,True,0.0664
2026-01,30,474096.67,56891.6,False,0.0645
2026-02,31,513363.03,123207.13,True,0.0736
2026-03,31,501880.2,120451.25,True,0.0642
2026-04,28,458246.54,109979.17,True,0.0599
2026-05,28,461332.32,110719.76,True,0.0643
2026-06,27,446419.74,107140.74,True,0.0579
