month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,9,143228.66,34374.88,True,0.0888
2025-08,10,159688.25,38325.18,True,0.1079
2025-09,9,148104.73,35545.14,True,0.0957
2025-10,13,209930.38,50383.29,True,0.0989
2025-11,12,198931.07,47743.46,True,0.0995
2025-12,11,177575.2,42618.05,True,0.085
2026-01,11,180876.44,43410.35,True,0.0911
2026-02,10,170263.75,40863.3,True,0.102
2026-03,11,186542.83,44770.28,True,0.1111
2026-04,10,165836.84,39800.84,True,0.1013
2026-05,10,163007.98,39121.92,True,0.0926
2026-06,10,169550.93,40692.22,True,0.086
