tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-30,10,1245614.96,1245614.96,173582.82,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-29,9,1304682.32,1304682.32,136226.99,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-22,2,1198556.07,1198556.07,137716.66,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-24,4,1290420.33,1290420.33,184139.15,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-22,2,1348414.19,1348414.19,158365.05,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-02-05,16,1159072.42,1159072.42,124268.48,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-25,5,1180866.86,1180866.86,170096.91,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-27,7,1075260.16,1075260.16,123731.1,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-21,1,1030757.15,939792.2,89943.5,True
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-30,10,1044010.08,1044010.08,134513.41,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-22,2,970585.25,884308.01,104593.84,True
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-30,10,1042902.59,1042902.59,101417.91,False
