month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,11,175017.91,21002.15,False,0.0836
2025-08,10,155321.66,37277.2,True,0.0921
2025-09,11,175742.07,42178.1,True,0.09
2025-10,11,181882.09,43651.7,True,0.1271
2025-11,11,179024.12,42965.79,True,0.1261
2025-12,10,168179.32,40363.04,True,0.1518
2026-01,10,159100.14,38184.03,True,0.1509
2026-02,11,180415.33,43299.68,True,0.1599
2026-03,10,164110.65,19693.28,False,0.186
2026-04,11,184363.82,44247.32,True,0.2186
2026-05,11,181388.06,21766.57,False,0.2202
2026-06,10,168988.87,20278.66,False,0.2188
