month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,30,507978.7,60957.44,False,0.1317
2025-08,31,501041.71,120250.01,True,0.1403
2025-09,28,447987.53,107517.01,True,0.1319
2025-10,31,518302.74,124392.66,True,0.1596
2025-11,33,524657.86,125917.89,True,0.1568
2025-12,30,472056.02,113293.44,True,0.1643
2026-01,28,468504.61,56220.55,False,0.17
2026-02,28,457176.48,54861.18,False,0.1723
2026-03,28,457214.94,54865.79,False,0.1813
2026-04,29,472022.12,113285.31,True,0.2002
2026-05,28,461581.05,55389.73,False,0.2134
2026-06,28,478412.78,57409.53,False,0.2158
