tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-24,4,1168633.86,1168633.86,122815.77,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-23,3,1014379.12,1014379.12,106467.6,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-25,5,1054465.47,1054465.47,119668.42,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-29,9,1120017.92,1120017.92,134215.44,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-27,7,1036881.43,1036881.43,133245.94,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-27,7,931901.72,931901.72,122142.12,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-27,7,1017535.59,1017535.59,132973.05,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-29,9,964247.12,868418.0,106418.92,True
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-26,6,945111.35,945111.35,84989.67,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-25,5,929755.06,886064.57,92797.4,True
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-25,5,875309.82,875309.82,114926.86,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-26,6,904678.24,904678.24,79254.34,False
