month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,29,463079.75,111139.14,True,0.135
2025-08,29,450274.99,108066.0,True,0.1464
2025-09,24,383469.05,46016.29,False,0.1583
2025-10,23,375305.37,90073.29,True,0.1326
2025-11,34,555410.75,66649.29,False,0.1434
2025-12,26,434214.79,52105.77,False,0.1395
2026-01,29,471402.02,56568.24,False,0.1533
2026-02,25,420665.04,100959.61,True,0.1546
2026-03,28,475411.9,114098.86,True,0.1453
2026-04,19,313897.49,75335.4,True,0.1314
2026-05,30,485920.33,116620.88,True,0.1552
2026-06,32,535186.17,128444.68,True,0.1384
