month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,30,487373.62,116969.67,True,0.0542
2025-08,32,519792.24,124750.14,True,0.0527
2025-09,33,523445.43,125626.9,True,0.0333
2025-10,39,636255.95,152701.43,True,0.031
2025-11,39,618870.24,148528.86,True,0.0443
2025-12,38,615471.79,147713.23,True,0.0678
2026-01,34,550526.82,132126.44,True,0.0367
2026-02,37,641976.15,154074.28,True,0.0214
2026-03,36,599381.11,143851.47,True,0.0384
2026-04,35,575787.68,138189.04,True,0.048
2026-05,35,575465.95,138111.83,True,0.0313
2026-06,34,567524.0,136205.76,True,0.0488
