tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,644106.09,644106.09,87993.31,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,703458.3,703458.3,85091.47,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,716312.07,716312.07,73049.21,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,926798.86,926798.86,66896.19,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,1047899.74,1047899.74,66742.69,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,841329.13,841329.13,106992.54,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,770895.04,770895.04,102290.1,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,794360.09,794360.09,92803.61,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,854363.3,854363.3,66306.88,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,691019.37,691019.37,74678.28,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,813674.05,813674.05,106213.36,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,712335.24,712335.24,79693.07,False
