month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,15,237088.05,56901.13,True,0.0312
2025-08,15,242210.94,58130.63,True,0.0379
2025-09,16,265428.68,63702.88,True,0.0389
2025-10,15,250077.91,60018.7,True,0.0397
2025-11,16,254745.12,61138.83,True,0.022
2025-12,16,260135.39,62432.49,True,0.0428
2026-01,15,237789.5,57069.48,True,0.0408
2026-02,16,259403.82,62256.92,True,0.0301
2026-03,16,263028.24,63126.78,True,0.0427
2026-04,16,265540.06,63729.61,True,0.046
2026-05,15,250472.55,60113.41,True,0.0349
2026-06,15,246838.54,59241.25,True,0.0254
