month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,10,154637.74,37113.06,True,0.096
2025-08,10,153752.06,36900.49,True,0.0975
2025-09,11,169875.45,40770.11,True,0.0897
2025-10,12,194537.86,46689.09,True,0.0885
2025-11,14,226324.94,54317.99,True,0.0758
2025-12,11,175964.37,42231.45,True,0.0818
2026-01,12,193148.92,46355.74,True,0.0942
2026-02,12,197919.42,47500.66,True,0.1003
2026-03,12,201188.92,48285.34,True,0.1008
2026-04,11,180097.56,43223.41,True,0.0806
2026-05,11,180128.47,43230.83,True,0.1134
2026-06,11,185380.92,44491.42,True,0.1039
