tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,878705.47,878705.47,87796.52,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,832307.07,832307.07,118243.19,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,989114.58,989114.58,143881.31,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,1257195.26,1257195.26,75010.18,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,1415968.66,1415968.66,107088.93,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-23,3,1189304.64,1189304.64,119716.02,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,1010597.41,1010597.41,111325.23,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,948834.26,948834.26,90286.83,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,1122488.85,1122488.85,129869.66,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,1026864.77,1026864.77,105168.61,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,945068.69,945068.69,119645.92,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,908233.93,908233.93,101250.55,False
