tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-22,2,521270.5,521270.5,68142.81,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-21,1,543918.95,543918.95,69950.7,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-23,3,571911.32,571911.32,74874.39,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-22,2,668829.33,668829.33,86765.79,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-22,2,709217.59,709217.59,106208.32,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,637527.25,637527.25,51126.03,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-21,1,607292.55,607292.55,93511.18,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-22,2,554572.2,554572.2,63799.74,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,665809.05,665809.05,80040.87,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-22,2,646200.15,646200.15,74065.08,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-22,2,638709.84,638709.84,92557.02,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,662304.7,662304.7,69676.47,False
