date,inflow_amount,outflow_amount,transaction_count,unique_counterparty_count,refund_rate
2025-07-01,41746.74,30244.9,71,33,0.0294
2025-07-02,44075.37,30979.98,75,27,0.0341
2025-07-03,51634.64,39889.16,77,60,0.0284
2025-07-04,48404.54,31870.67,93,48,0.0299
2025-07-05,62523.23,42250.4,96,64,0.0272
2025-07-06,80656.7,59623.8,127,59,0.0247
2025-07-07,34349.66,25621.29,60,31,0.0358
2025-07-08,50294.53,35843.62,98,42,0.0335
2025-07-09,43891.98,30451.79,78,43,0.0303
2025-07-10,34616.38,25769.84,97,36,0.0274
2025-07-11,0.0,0.0,0,0,0.0
2025-07-12,46811.64,34108.68,89,43,0.0335
2025-07-13,51687.09,34541.12,94,51,0.0297
2025-07-14,37094.01,26460.02,82,37,0.0298
2025-07-15,47429.63,33390.91,86,39,0.0311
2025-07-16,35690.48,24538.3,90,25,0.0325
2025-07-17,29134.73,21212.11,83,29,0.0285
2025-07-18,46009.65,30298.29,89,35,0.0315
2025-07-19,52715.12,38465.51,87,49,0.0309
2025-07-20,46606.17,35187.14,83,47,0.0318
2025-07-21,39731.26,29893.74,71,38,0.0335
2025-07-22,40770.0,27608.48,81,33,0.032
2025-07-23,48294.76,33699.11,95,40,0.0363
2025-07-24,43235.92,29888.68,68,31,0.0365
2025-07-25,41473.31,30681.41,76,41,0.0255
2025-07-26,47720.34,34581.15,88,39,0.0365
2025-07-27,43765.48,29031.78,81,39,0.0314
2025-07-28,40772.45,29611.15,82,34,0.029
2025-07-29,36149.42,24225.4,70,31,0.0333
2025-07-30,43846.73,30813.05,96,42,0.0337
2025-07-31,48291.89,39043.02,89,58,0.0316
2025-08-01,43966.96,31372.44,96,33,0.0309
2025-08-02,64837.56,45993.19,100,53,0.0315
2025-08-03,46055.17,34290.67,89,32,0.0323
2025-08-04,42990.11,30945.14,73,46,0.0344
2025-08-05,52354.13,38336.0,80,53,0.0318
2025-08-06,39229.93,29223.18,74,35,0.0345
