date,inflow_amount,outflow_amount,transaction_count,unique_counterparty_count,refund_rate
2025-07-01,88824.91,50108.9,9,9,0.006
2025-07-02,87877.86,45465.33,11,5,0.0111
2025-07-03,100240.02,55744.27,16,7,0.0054
2025-07-04,82084.12,47713.04,5,3,0.008
2025-07-05,63666.07,35239.12,13,2,0.0089
2025-07-06,60051.13,34763.77,10,3,0.0038
2025-07-07,78208.16,41517.85,7,8,0.0086
2025-07-08,80905.1,47565.86,10,0,0.006
2025-07-09,86753.09,52755.82,15,5,0.0074
2025-07-10,109660.51,62651.19,16,7,0.0099
2025-07-11,94842.24,50507.12,11,5,0.0047
2025-07-12,56395.51,32710.93,8,5,0.0055
2025-07-13,53606.42,29519.12,13,8,0.0022
2025-07-14,84650.16,43756.63,9,7,0.0
2025-07-15,73699.71,41418.33,11,9,0.0021
2025-07-16,98872.28,52956.34,16,7,0.0001
2025-07-17,91183.34,47317.3,13,6,0.0068
2025-07-18,92735.34,53616.24,8,11,0.0103
2025-07-19,55017.13,34630.99,7,3,0.006
2025-07-20,60560.41,31610.91,13,5,0.0041
2025-07-21,96535.39,47804.51,10,8,0.0037
2025-07-22,96649.69,51362.51,9,4,0.0051
2025-07-23,89104.07,46706.69,8,6,0.0047
2025-07-24,88781.8,48704.49,9,7,0.0
2025-07-25,106144.11,59656.93,15,6,0.0064
2025-07-26,47682.81,26995.46,12,4,0.0092
2025-07-27,63016.37,35364.58,8,3,0.0103
2025-07-28,85895.95,53397.84,10,12,0.0048
2025-07-29,84416.5,44733.24,14,4,0.0019
2025-07-30,101569.89,56127.92,15,8,0.0004
2025-07-31,90293.56,47507.65,10,9,0.0067
2025-08-01,87356.14,43994.34,12,4,0.0039
2025-08-02,54235.13,27625.03,7,4,0.0052
2025-08-03,53579.65,26900.09,9,3,0.0093
2025-08-04,84842.12,45335.91,11,9,0.0075
2025-08-05,90365.66,56621.51,9,5,0.0023
2025-08-06,94982.19,40629.17,11,5,0.0076
2025-08-07,106186.02,62315.83,10,8,0.003
2025-08-08,105033.39,63334.05,9,8,0.0027
2025-08-09,58001.54,30260.65,9,4,0.0028
2025-08-10,62109.0,37404.67,10,4,0.0055
2025-08-11,92786.26,52552.96,7,6,0.0037
2025-08-12,83377.79,47363.93,11,3,0.004
2025-08-13,111456.66,59927.55,10,8,0.009
2025-08-14,107005.97,56647.7,8,5,0.0083
2025-08-15,105701.46,53905.63,14,3,0.0054
2025-08-16,53606.62,25039.25,10,3,0.0053
2025-08-17,60514.92,33447.08,6,2,0.0063
2025-08-18,97594.17,57993.89,17,6,0.0
2025-08-19,85100.18,43754.96,14,4,0.0038
2025-08-20,82235.68,49314.64,9,3,0.006
2025-08-21,79065.59,42256.51,5,6,0.0047
2025-08-22,76476.19,41576.0,7,8,0.0071
2025-08-23,43946.02,25247.66,10,3,0.0032
2025-08-24,65621.83,33455.09,9,1,0.0038
2025-08-25,80342.35,39852.14,11,3,0.0053
2025-08-26,87367.39,47961.03,11,8,0.0048
2025-08-27,72193.63,43783.56,8,4,0.0023
2025-08-28,92297.45,40483.19,9,7,0.0045
2025-08-29,78154.1,43781.38,7,4,0.0046
2025-08-30,51227.8,29708.05,7,3,0.0048
2025-08-31,53997.07,27469.15,6,5,0.0005
2025-09-01,82638.41,47094.47,11,8,0.0037
2025-09-02,84628.24,46140.86,10,6,0.0077
2025-09-03,91589.2,45086.97,10,3,0.0062
2025-09-04,78561.44,50685.74,7,7,0.0087
2025-09-05,93530.12,49591.56,4,5,0.0074
2025-09-06,71900.48,39393.48,9,3,0.0054
2025-09-07,54179.29,28044.7,11,4,0.004
2025-09-08,88382.97,56768.22,9,5,0.01
2025-09-09,93489.85,53167.19,8,9,0.0027
2025-09-10,83063.1,39639.67,10,2,0.0047
2025-09-11,67824.3,38759.81,9,2,0.0021
2025-09-12,91332.07,57809.69,10,8,0.0038
2025-09-13,54684.1,29385.77,13,6,0.0098
2025-09-14,40968.69,25066.54,11,3,0.0092
2025-09-15,87629.11,51327.77,12,9,0.0042
2025-09-16,98236.41,59681.19,14,3,0.0077
2025-09-17,115621.3,66050.97,10,9,0.0098
2025-09-18,92354.25,45279.41,17,10,0.0042
2025-09-19,100327.98,52442.1,11,7,0.0035
2025-09-20,63675.8,40814.88,9,6,0.0045
2025-09-21,56880.98,31635.56,13,3,0.0044
2025-09-22,86188.8,45724.0,10,7,0.0093
2025-09-23,94180.25,50138.62,8,4,0.0099
2025-09-24,0.0,0.0,0,0,0.0
2025-09-25,91775.43,50309.97,11,5,0.0089
2025-09-26,88392.51,50195.95,6,3,0.004
2025-09-27,75184.37,43927.11,7,3,0.0103
2025-09-28,0.0,0.0,0,0,0.0
2025-09-29,105821.76,56988.55,9,6,0.0026
2025-09-30,103442.98,59854.07,16,7,0.0029
2025-10-01,112309.33,60050.47,5,14,0.005
2025-10-02,124439.22,70749.61,8,7,0.0031
2025-10-03,110915.91,59229.59,7,8,0.0048
2025-10-04,69154.5,34366.1,8,7,0.0076
2025-10-05,64693.43,35607.69,9,3,0.0036
2025-10-06,108861.83,59911.62,11,7,0.005
2025-10-07,123881.28,65984.77,14,10,0.0044
2025-10-08,118223.59,57510.64,13,4,0.0085
2025-10-09,97941.87,52534.3,5,10,0.0045
2025-10-10,95481.5,52091.39,13,13,0.0071
2025-10-11,63520.75,38956.73,3,5,0.0063
2025-10-12,67420.52,34160.14,13,6,0.0045
2025-10-13,115431.86,65566.24,13,7,0.0059
2025-10-14,126518.49,78606.02,6,8,0.0092
2025-10-15,0.0,0.0,0,0,0.0
2025-10-16,103842.85,61943.52,13,3,0.0067
2025-10-17,113238.29,58475.7,13,9,0.0049
2025-10-18,80524.24,41652.95,9,2,0.0037
2025-10-19,72962.23,40981.37,13,6,0.0033
2025-10-20,106192.71,61798.96,9,5,0.0032
2025-10-21,92053.42,53337.68,10,9,0.0069
2025-10-22,97535.55,52997.57,12,7,0.0065
2025-10-23,122152.92,63402.41,15,8,0.0067
2025-10-24,94176.11,48946.48,10,10,0.0036
2025-10-25,81930.94,47468.28,6,10,0.0052
2025-10-26,62333.53,34394.16,9,0,0.0062
2025-10-27,99456.05,55524.54,12,4,0.0091
2025-10-28,94654.65,53437.48,11,6,0.0053
2025-10-29,109843.07,58143.56,13,8,0.0
2025-10-30,102135.63,57072.3,8,9,0.0053
2025-10-31,103003.58,53367.84,11,5,0.0014
2025-11-01,68079.8,37483.8,7,2,0.0011
2025-11-02,76472.05,39093.58,7,6,0.0103
2025-11-03,97878.89,57756.01,9,7,0.0069
2025-11-04,115012.84,62976.57,13,12,0.0
2025-11-05,101840.77,54165.48,10,3,0.0018
2025-11-06,101525.64,53054.47,8,9,0.005
2025-11-07,116702.3,68054.19,15,7,0.0026
2025-11-08,67221.79,32995.95,12,4,0.0046
2025-11-09,67310.86,34674.08,8,1,0.0051
2025-11-10,136873.03,85223.95,15,14,0.0029
2025-11-11,105268.67,59511.82,9,10,0.005
2025-11-12,107520.5,73807.87,8,9,0.0032
2025-11-13,113128.64,61392.71,16,10,0.0057
2025-11-14,120199.19,73216.91,16,9,0.0065
2025-11-15,70271.97,39247.03,14,2,0.0078
2025-11-16,74738.51,42992.08,9,6,0.0064
2025-11-17,93469.07,52471.24,8,3,0.007
2025-11-18,127084.3,73045.54,13,13,0.0081
2025-11-19,110772.65,61450.1,10,12,0.0029
2025-11-20,109034.84,62529.62,9,6,0.0023
2025-11-21,112710.65,67526.15,7,3,0.0055
2025-11-22,58455.64,32651.22,9,5,0.0056
2025-11-23,70938.65,38280.4,9,6,0.0023
2025-11-24,120707.67,58093.99,17,8,0.0078
2025-11-25,114306.87,68762.68,15,11,0.0
2025-11-26,99901.06,57630.42,11,8,0.0034
2025-11-27,114792.54,65118.44,7,7,0.0052
2025-11-28,100462.89,62450.31,15,6,0.0077
2025-11-29,61892.81,30901.86,6,4,0.0079
2025-11-30,54150.64,28608.98,10,4,0.0061
2025-12-01,109500.25,62311.55,8,12,0.0045
2025-12-02,75789.32,42956.17,5,10,0.0089
2025-12-03,108366.54,57606.81,15,3,0.0029
2025-12-04,89588.9,56177.08,12,5,0.0061
2025-12-05,96328.79,52655.13,11,7,0.0
2025-12-06,65254.27,33562.94,12,4,0.0053
2025-12-07,69524.54,35623.93,4,2,0.0079
2025-12-08,119629.68,61054.2,14,13,0.0041
2025-12-09,95437.34,53136.03,11,4,0.0078
2025-12-10,95868.14,56681.74,13,3,0.0096
2025-12-11,111771.08,71549.67,10,7,0.0006
2025-12-12,94076.64,51368.39,15,6,0.0043
2025-12-13,65931.32,36612.56,13,2,0.0056
2025-12-14,62424.74,29370.69,13,2,0.0036
2025-12-15,102834.73,56899.74,13,7,0.0071
2025-12-16,97252.68,56089.06,17,11,0.0
2025-12-17,96665.0,52878.47,9,4,0.0057
2025-12-18,74905.47,41481.02,22,3,0.0047
2025-12-19,104238.92,58870.78,11,10,0.0063
2025-12-20,66346.06,36792.99,6,3,0.0037
2025-12-21,62010.29,39298.88,9,8,0.0036
2025-12-22,101693.52,43657.9,9,10,0.0
2025-12-23,100365.24,53374.06,16,11,0.003
2025-12-24,99332.62,56132.1,15,6,0.002
2025-12-25,91290.96,44364.48,10,3,0.0025
2025-12-26,99570.73,52277.48,14,3,0.0042
2025-12-27,53051.38,30281.17,9,3,0.0051
2025-12-28,72784.5,40466.57,8,7,0.0094
2025-12-29,122288.92,79546.86,16,5,0.0039
2025-12-30,87752.9,52206.25,9,4,0.0045
2025-12-31,90348.17,49516.01,9,6,0.0013
2026-01-01,112740.65,60500.54,20,5,0.0075
2026-01-02,95934.55,49978.51,11,9,0.0076
2026-01-03,60222.18,33476.16,11,3,0.008
2026-01-04,58058.45,30257.56,9,4,0.0042
2026-01-05,137932.35,71040.58,15,8,0.0105
2026-01-06,96887.57,57101.07,6,8,0.0043
2026-01-07,75849.6,38725.13,8,9,0.0068
2026-01-08,101223.7,53353.07,14,5,0.0047
2026-01-09,105621.95,61254.45,12,8,0.0061
2026-01-10,67206.15,43458.76,16,6,0.0072
2026-01-11,59379.42,33012.13,9,2,0.0061
2026-01-12,87025.27,45010.9,15,5,0.0065
2026-01-13,115641.4,63201.25,10,7,0.0046
2026-01-14,95394.87,58685.13,5,8,0.004
2026-01-15,78956.22,40281.0,11,4,0.0106
2026-01-16,82179.56,44807.19,14,2,0.0012
2026-01-17,62207.16,33406.79,10,4,0.0051
