month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,10,162756.37,39061.53,True,0.0514
2025-08,10,161104.32,38665.04,True,0.0396
2025-09,10,160948.44,38627.63,True,0.0546
2025-10,11,182509.08,43802.18,True,0.041
2025-11,11,173254.68,41581.12,True,0.0498
2025-12,11,184542.05,44290.09,True,0.0375
2026-01,11,180391.43,21646.97,False,0.0349
2026-02,11,179028.75,42966.9,True,0.0497
2026-03,11,185850.24,44604.06,True,0.0461
2026-04,10,164636.46,39512.75,True,0.0351
2026-05,11,184132.08,44191.7,True,0.0766
2026-06,11,182103.27,43704.78,True,0.044
