month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,33,534324.81,128237.95,True,0.0292
2025-08,33,527261.75,126542.82,True,0.041
2025-09,34,550594.57,132142.7,True,0.0449
2025-10,36,561778.08,134826.74,True,0.0298
2025-11,38,616633.44,147992.03,True,0.0421
2025-12,38,602230.99,144535.44,True,0.0394
2026-01,36,580971.55,139433.17,True,0.0311
2026-02,38,615503.95,147720.95,True,0.0274
2026-03,38,621688.58,149205.26,True,0.0372
2026-04,37,605049.98,145212.0,True,0.0424
2026-05,36,600481.82,144115.64,True,0.0264
2026-06,39,645605.37,154945.29,True,0.0332
