month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,27,429913.92,103179.34,True,0.0467
2025-08,27,434833.33,104360.0,True,0.0499
2025-09,28,445230.17,106855.24,True,0.0586
2025-10,33,522209.73,125330.34,True,0.0676
2025-11,36,573306.04,137593.45,True,0.0566
2025-12,32,514481.23,123475.5,True,0.05
2026-01,31,506024.19,121445.81,True,0.0484
2026-02,29,487085.38,116900.49,True,0.053
2026-03,31,512046.96,61445.64,False,0.0537
2026-04,29,478066.7,114736.01,True,0.0396
2026-05,29,476001.0,114240.24,True,0.0505
2026-06,29,472195.64,56663.48,False,0.0423
