month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,22,354782.9,85147.9,True,0.1016
2025-08,19,295269.95,70864.79,True,0.0935
2025-09,27,433468.67,104032.48,True,0.1047
2025-10,26,418437.31,100424.95,True,0.103
2025-11,43,691376.0,165930.24,True,0.1072
2025-12,26,418845.91,100523.02,True,0.1003
2026-01,35,574212.19,137810.93,True,0.0961
2026-02,34,570977.87,137034.69,True,0.0831
2026-03,31,517032.83,124087.88,True,0.1044
2026-04,29,487336.77,58480.41,False,0.103
2026-05,31,518242.17,124378.12,True,0.0955
2026-06,27,458889.89,110133.57,True,0.1095
