tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-09-09,20,936566.96,936566.96,107380.98,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-21,1,2274875.82,2274875.82,223532.93,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-27,7,1591183.78,1591183.78,155203.0,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-27,7,1783597.29,1783597.29,218676.39,False
2025-11-01,GSTR-1/3B,2025-12-20,2026-01-05,16,1733765.61,1933494.29,255938.94,True
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-22,2,847459.87,847459.87,116502.4,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,1362842.37,1362842.37,217983.68,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,1399460.57,1399460.57,146601.98,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-23,3,658949.97,658949.97,75827.51,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,1255537.34,1255537.34,157807.24,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-24,4,2347882.46,2347882.46,307474.19,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-26,6,1481727.96,1481727.96,177164.34,False
