tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,1266111.34,1266111.34,188819.87,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-21,1,1290903.73,1290903.73,187753.84,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,1338400.16,1338400.16,159882.22,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-21,1,1496725.99,1496725.99,201165.06,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-21,1,1661826.53,1661826.53,230381.18,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-21,1,1350769.28,1350769.28,160683.58,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,1256076.09,1256076.09,144430.42,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,1331969.47,1331969.47,148513.68,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,1306988.32,1306988.32,117570.34,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,1444122.69,1444122.69,205887.99,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,1413155.49,1413155.49,191845.88,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-21,1,1342792.32,1342792.32,210427.64,False
