month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,28,464511.89,111482.85,True,0.1873
2025-08,26,424480.0,101875.2,True,0.1771
2025-09,28,448321.73,53798.61,False,0.1929
2025-10,27,431808.72,103634.09,True,0.2063
2025-11,28,462083.74,110900.1,True,0.2141
2025-12,29,466269.98,111904.8,True,0.2307
2026-01,26,429408.27,51528.99,False,0.2445
2026-02,25,410552.42,49266.29,False,0.2339
2026-03,27,435384.04,104492.17,True,0.2622
2026-04,24,408359.71,49003.17,False,0.2649
2026-05,24,383919.3,92140.63,True,0.2773
2026-06,24,404683.04,97123.93,True,0.285
