month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,13,207622.35,49829.36,True,0.0124
2025-08,13,210824.29,50597.83,True,0.0197
2025-09,12,191286.64,45908.79,True,0.016
2025-10,14,225992.35,54238.16,True,0.0158
2025-11,14,226855.96,54445.43,True,0.0262
2025-12,14,224473.11,26936.77,False,0.0216
2026-01,14,233747.36,56099.37,True,0.0276
2026-02,14,226000.14,54240.03,True,0.0252
2026-03,14,225646.76,54155.22,True,0.0193
2026-04,14,229944.19,55186.61,True,0.024
2026-05,15,251980.98,60475.44,True,0.0264
2026-06,15,255484.84,61316.36,True,0.0181
