date,closing_balance,bounce_count,emi_debit,overdraft_used
2025-07-01,312478.02,0,0.0,False
2025-07-02,325134.64,0,0.0,False
2025-07-03,357628.53,0,0.0,False
2025-07-04,354106.63,0,0.0,False
2025-07-05,347306.1,0,35000.0,False
2025-07-06,353196.98,0,0.0,False
2025-07-07,352827.97,0,0.0,False
2025-07-08,359630.03,0,0.0,False
2025-07-09,365528.04,0,0.0,False
2025-07-10,370405.4,0,0.0,False
2025-07-11,377895.41,0,0.0,False
2025-07-12,387723.3,0,0.0,False
2025-07-13,403090.08,0,0.0,False
2025-07-14,399117.69,0,0.0,False
2025-07-15,386765.95,0,0.0,False
2025-07-16,399520.37,0,0.0,False
2025-07-17,411893.44,0,0.0,False
2025-07-18,449580.17,0,0.0,False
2025-07-19,468382.98,0,0.0,False
2025-07-20,484868.93,0,0.0,False
2025-07-21,490943.61,0,0.0,False
2025-07-22,504898.48,0,0.0,False
2025-07-23,543915.0,0,0.0,False
2025-07-24,557198.95,0,0.0,False
2025-07-25,583792.66,0,0.0,False
2025-07-26,588441.54,0,0.0,False
2025-07-27,590120.33,0,0.0,False
2025-07-28,587498.46,0,0.0,False
2025-07-29,615184.68,0,0.0,False
2025-07-30,628594.99,0,0.0,False
2025-07-31,652584.25,0,0.0,False
2025-08-01,655143.86,0,0.0,False
2025-08-02,688994.48,0,0.0,False
2025-08-03,699887.99,0,0.0,False
2025-08-04,732733.43,0,0.0,False
2025-08-05,659544.91,0,35000.0,False
2025-08-06,656475.81,0,0.0,False
2025-08-07,632165.62,0,0.0,False
2025-08-08,632037.28,0,0.0,False
2025-08-09,633599.63,0,0.0,False
2025-08-10,616908.48,0,0.0,False
2025-08-11,610873.18,0,0.0,False
2025-08-12,602108.44,0,0.0,False
2025-08-13,578631.97,0,0.0,False
2025-08-14,586150.62,0,0.0,False
2025-08-15,592679.12,0,0.0,False
2025-08-16,604890.52,0,0.0,False
2025-08-17,627753.74,0,0.0,False
2025-08-18,628396.7,0,0.0,False
2025-08-19,643317.62,0,0.0,False
2025-08-20,662238.39,0,0.0,False
2025-08-21,669544.74,0,0.0,False
2025-08-22,675960.13,0,0.0,False
2025-08-23,685260.02,0,0.0,False
2025-08-24,694904.03,0,0.0,False
2025-08-25,716095.89,0,0.0,False
2025-08-26,759898.86,0,0.0,False
2025-08-27,791516.21,0,0.0,False
2025-08-28,803954.59,0,0.0,False
2025-08-29,813575.13,0,0.0,False
2025-08-30,827442.22,0,0.0,False
2025-08-31,850226.6,0,0.0,False
2025-09-01,867558.91,0,0.0,False
2025-09-02,883087.17,0,0.0,False
2025-09-03,888086.8,0,0.0,False
2025-09-04,894970.92,0,0.0,False
2025-09-05,879884.84,0,35000.0,False
2025-09-06,870444.85,0,0.0,False
2025-09-07,883461.15,0,0.0,False
2025-09-08,898741.75,0,0.0,False
2025-09-09,942241.74,0,0.0,False
2025-09-10,952698.63,0,0.0,False
2025-09-11,973049.89,0,0.0,False
2025-09-12,986198.72,0,0.0,False
2025-09-13,1006839.76,0,0.0,False
2025-09-14,1002951.22,0,0.0,False
