tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,1122257.47,1122257.47,118721.46,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,1228350.54,1228350.54,180081.01,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,1304258.64,1304258.64,169828.98,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,1397400.05,1397400.05,117806.65,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,1282184.41,1282184.41,145097.65,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,1235730.71,1235730.71,165721.39,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,1346010.26,1346010.26,208231.26,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,1329131.87,1329131.87,166526.17,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,1596237.89,1596237.89,175250.39,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,1338203.06,1338203.06,170176.73,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,1283200.92,1283200.92,161145.82,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,1301496.05,1301496.05,148411.9,False
