tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,1018418.17,1018418.17,89834.52,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,996515.11,996515.11,121333.37,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,1202286.65,1202286.65,166577.35,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,1517468.66,1517468.66,220943.87,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-21,1,1672577.06,1672577.06,111695.79,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,1331179.25,1331179.25,137258.55,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,1191613.23,1191613.23,145263.43,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,1338834.34,1338834.34,152894.05,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,1297252.56,1297252.56,177416.83,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,1172124.2,1172124.2,122123.33,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-22,2,1280590.86,1280590.86,139127.81,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,1076099.63,1076099.63,129325.92,False
