tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-30,10,1367330.35,1367330.35,192885.59,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-24,4,1827880.74,1827880.74,251456.63,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-11-01,12,1260030.57,1341506.42,121900.47,True
2025-10-01,GSTR-1/3B,2025-11-20,2025-12-02,12,1526496.36,1526496.36,198358.34,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-23,3,1812672.12,1812672.12,199819.21,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-28,8,1227663.85,1227663.85,131253.75,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-21,1,975048.63,1065818.53,154820.59,True
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-28,8,2288815.2,2288815.2,285195.38,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-27,7,1551466.96,1551466.96,212614.58,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-25,5,1223269.24,1223269.24,159933.78,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-28,8,1432739.78,1432739.78,218667.59,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-23,3,1314389.74,1314389.74,161005.7,False
