tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-25,5,609941.56,609941.56,71292.76,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,1118222.63,1211298.04,140178.7,True
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-31,11,1136501.03,1136501.03,101971.25,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-12-08,18,1199911.11,1199911.11,130801.19,False
2025-11-01,GSTR-1/3B,2025-12-20,2026-01-25,36,834349.42,834349.42,111382.23,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-02-05,16,1783650.79,1783650.79,234341.35,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-03-05,13,1046624.76,1046624.76,119780.7,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-26,6,1310598.11,1310598.11,127762.78,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-05-06,16,2142836.39,2142836.39,296607.95,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-26,6,751600.3,751600.3,97665.56,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-21,1,1664400.42,1664400.42,193304.97,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-25,5,1380788.03,1380788.03,207708.49,False
