tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-27,7,1642994.39,1642994.39,212173.63,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-10-03,13,1524072.75,1524072.75,192086.79,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-27,7,1460678.34,1460678.34,226025.51,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-30,10,1202576.11,1202576.11,140976.73,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-26,6,1836253.47,1836253.47,226166.91,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-02-03,14,1981364.18,1981364.18,238787.83,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-26,6,1109619.12,1109619.12,137495.83,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-28,8,1105961.29,1215690.68,221333.79,True
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-30,10,679235.35,679235.35,77655.77,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,2128927.29,2128927.29,278517.23,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-25,5,1138389.06,1138389.06,144198.54,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-25,5,1325691.8,1325691.8,179093.01,False
