month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,15,243905.76,58537.38,True,0.0805
2025-08,15,238121.14,57149.07,True,0.0802
2025-09,15,248402.59,59616.62,True,0.0799
2025-10,19,302750.45,72660.11,True,0.0841
2025-11,20,324287.1,77828.9,True,0.091
2025-12,18,293595.05,35231.41,False,0.0892
2026-01,18,285432.2,68503.73,True,0.0725
2026-02,17,289165.51,69399.72,True,0.0841
2026-03,18,295679.63,70963.11,True,0.083
2026-04,17,276027.33,66246.56,True,0.0665
2026-05,16,267748.78,32129.85,False,0.0937
2026-06,17,283291.14,67989.87,True,0.074
