date,inflow_amount,outflow_amount,transaction_count,unique_counterparty_count,refund_rate
2025-07-01,31180.32,24544.4,72,32,0.017
2025-07-02,47621.06,33905.56,89,40,0.0214
2025-07-03,42138.81,31214.96,88,40,0.0267
2025-07-04,48199.02,35383.39,91,42,0.0204
2025-07-05,65050.12,43001.13,100,48,0.0224
2025-07-06,59985.92,45502.7,95,51,0.0215
2025-07-07,36004.23,26124.13,87,40,0.0283
2025-07-08,50524.74,37656.53,97,47,0.02
2025-07-09,44030.82,29515.07,93,54,0.0275
2025-07-10,30645.08,21678.35,66,35,0.0255
2025-07-11,46049.34,32580.25,100,38,0.0233
2025-07-12,58998.55,39465.22,93,58,0.0236
2025-07-13,58391.96,43809.59,101,45,0.0242
2025-07-14,32963.05,25621.78,83,30,0.0181
2025-07-15,42165.68,27481.68,79,40,0.0216
2025-07-16,48107.32,33945.87,70,58,0.0213
2025-07-17,46609.23,33453.88,68,50,0.0239
2025-07-18,33947.49,25173.89,67,39,0.0302
2025-07-19,75176.18,57186.81,105,66,0.0248
2025-07-20,56143.15,35058.64,75,44,0.0212
2025-07-21,37665.92,26575.56,91,24,0.0262
2025-07-22,42314.33,30631.87,81,33,0.0234
2025-07-23,39761.07,28164.51,85,35,0.0251
2025-07-24,51164.67,38932.82,92,42,0.0172
2025-07-25,46737.52,35021.02,86,33,0.0221
2025-07-26,46934.04,36313.1,94,30,0.025
2025-07-27,73078.4,55237.39,92,71,0.0225
2025-07-28,50434.8,33900.18,77,51,0.0224
2025-07-29,37337.4,27186.48,83,37,0.0261
2025-07-30,46313.17,32868.37,83,37,0.0222
2025-07-31,44917.54,31240.31,105,38,0.0216
2025-08-01,52821.81,37950.21,82,45,0.0247
2025-08-02,40898.41,29758.74,85,34,0.0264
2025-08-03,43402.74,30229.26,79,41,0.0243
2025-08-04,40007.59,26424.7,62,27,0.0219
2025-08-05,59414.22,39593.31,86,48,0.0266
2025-08-06,55410.45,39309.51,83,58,0.0241
2025-08-07,50953.79,37834.87,93,51,0.0222
2025-08-08,41680.77,28669.97,88,35,0.0213
2025-08-09,72138.95,54647.05,110,79,0.0201
2025-08-10,52628.8,37595.94,93,43,0.0262
2025-08-11,43384.46,31335.01,90,46,0.0208
2025-08-12,44590.15,29042.75,89,43,0.0214
2025-08-13,56720.98,42190.94,91,50,0.0245
2025-08-14,37402.46,29173.93,94,32,0.0225
2025-08-15,43960.26,31828.39,101,39,0.0253
2025-08-16,55879.54,40806.4,87,52,0.0276
2025-08-17,45231.19,29865.41,87,39,0.022
2025-08-18,49600.43,33261.72,69,37,0.0342
2025-08-19,46643.19,36165.05,91,38,0.0241
2025-08-20,43490.85,26736.33,75,38,0.0226
2025-08-21,43973.04,26469.55,85,42,0.0217
2025-08-22,43784.56,33488.96,84,43,0.0254
2025-08-23,42410.43,30336.68,90,41,0.0266
2025-08-24,63377.26,48266.71,82,51,0.0256
2025-08-25,42255.57,30938.76,83,42,0.0224
2025-08-26,44425.12,31606.26,84,47,0.0207
2025-08-27,44596.95,32722.1,93,39,0.0248
2025-08-28,49543.39,32788.72,91,54,0.0223
2025-08-29,46295.63,33045.38,76,50,0.0236
2025-08-30,79445.64,54419.82,115,80,0.0244
2025-08-31,52591.2,40503.49,82,53,0.027
2025-09-01,40121.99,28864.11,90,35,0.0219
2025-09-02,47218.46,36839.22,91,41,0.0227
2025-09-03,62307.19,48319.21,110,54,0.0197
2025-09-04,45103.67,32109.43,94,31,0.0211
2025-09-05,45371.07,34384.96,82,44,0.0201
2025-09-06,0.0,0.0,0,0,0.0
2025-09-07,72464.6,55437.37,102,66,0.0261
2025-09-08,56869.85,38688.33,108,49,0.0241
2025-09-09,51436.6,33621.72,107,49,0.0206
2025-09-10,50231.88,34555.47,93,61,0.0313
2025-09-11,62827.82,44058.07,101,66,0.0223
2025-09-12,47548.64,36380.44,79,39,0.025
2025-09-13,66443.5,48646.64,88,51,0.0203
2025-09-14,72240.07,50960.68,109,58,0.0207
2025-09-15,40447.09,28567.93,84,32,0.0268
2025-09-16,44121.08,27903.42,90,37,0.0273
