tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-21,1,965739.58,965739.58,144036.95,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-23,3,1017884.96,1017884.96,117012.39,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,1044896.35,1044896.35,142480.75,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-22,2,1214625.87,1214625.87,125196.5,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-22,2,1576121.75,1576121.75,176600.92,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-21,1,1155694.49,1155694.49,150276.91,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-23,3,1148946.36,1148946.36,191581.2,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-21,1,1113281.39,1113281.39,126203.47,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-21,1,1152802.94,1152802.94,117999.15,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,1159442.25,1159442.25,139959.24,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-22,2,1016218.3,956650.78,130221.5,True
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-22,2,1011733.76,1011733.76,123466.7,False
