month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,11,178480.12,21417.61,False,0.0712
2025-08,16,256603.38,30792.41,False,0.0787
2025-09,17,271469.31,65152.63,True,0.0702
2025-10,15,241323.14,57917.55,True,0.0734
2025-11,17,275887.01,66212.88,True,0.0793
2025-12,14,221944.71,26633.37,False,0.0784
2026-01,11,178955.35,21474.64,False,0.0651
2026-02,13,208550.86,25026.1,False,0.078
2026-03,14,236236.73,28348.41,False,0.0698
2026-04,16,265618.43,63748.42,True,0.0651
2026-05,14,238514.18,28621.7,False,0.0659
2026-06,13,216245.92,51899.02,True,0.0531
