month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,9,141086.69,33860.81,True,0.0368
2025-08,9,144212.88,34611.09,True,0.0159
2025-09,9,138600.57,33264.14,True,0.0411
2025-10,10,164305.51,39433.32,True,0.0335
2025-11,10,159251.42,38220.34,True,0.0293
2025-12,10,163760.9,39302.62,True,0.0181
2026-01,9,150044.21,36010.61,True,0.0143
2026-02,10,166675.62,40002.15,True,0.0136
2026-03,10,164202.69,39408.65,True,0.0267
2026-04,10,166731.0,20007.72,False,0.0263
2026-05,10,171868.66,41248.48,True,0.0075
2026-06,10,167090.65,40101.76,True,0.0247
