tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,816589.08,816589.08,90984.21,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,808884.54,808884.54,89585.97,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,806305.39,806305.39,110445.28,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,870495.48,870495.48,109656.65,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-21,1,994981.13,994981.13,119092.04,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,835809.51,835809.51,124509.88,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,789038.56,789038.56,142145.62,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-21,1,811886.47,811886.47,94072.06,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-22,2,919737.86,919737.86,121636.47,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,781169.33,781169.33,78182.83,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,838473.47,838473.47,103988.63,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-22,2,819584.85,819584.85,92518.9,False
