month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,21,332140.58,79713.74,True,0.1805
2025-08,20,327582.61,39309.91,False,0.1935
2025-09,21,341387.2,40966.46,False,0.1955
2025-10,23,376736.83,45208.42,False,0.2069
2025-11,22,360944.49,86626.68,True,0.2221
2025-12,20,324778.25,77946.78,True,0.2013
2026-01,19,304904.32,73177.04,True,0.2176
2026-02,18,293764.97,70503.59,True,0.2243
2026-03,19,316487.58,37978.51,False,0.2375
2026-04,19,313064.68,75135.52,True,0.2425
2026-05,19,306295.56,36755.47,False,0.2487
2026-06,18,293353.44,70404.83,True,0.2662
