month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,50,781967.82,93836.14,False,0.0873
2025-08,42,692051.15,166092.28,True,0.0986
2025-09,44,695718.26,166972.38,True,0.0744
2025-10,43,691059.64,165854.31,True,0.0736
2025-11,49,785835.31,94300.24,False,0.0891
2025-12,48,811048.08,194651.54,True,0.0958
2026-01,45,738946.2,88673.54,False,0.0778
2026-02,35,572202.66,68664.32,False,0.0759
2026-03,43,720333.39,172880.01,True,0.0708
2026-04,38,634886.31,76186.36,False,0.0802
2026-05,40,663959.03,159350.17,True,0.081
2026-06,41,670544.68,160930.72,True,0.07
