tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-27,7,1055266.07,1055266.07,127876.84,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-26,6,1263691.39,1263691.39,133747.14,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-25,5,1436659.67,1436659.67,140969.57,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,1377454.79,1377454.79,173041.18,False
2025-11-01,GSTR-1/3B,2025-12-20,2026-01-13,24,1190703.93,1190703.93,136200.6,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,1051552.32,1051552.32,158342.91,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,1062816.86,1062816.86,128557.93,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-31,11,1222509.72,1269721.27,181563.08,True
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-21,1,1622584.69,1622584.69,217329.36,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,1187683.59,1187683.59,109018.52,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,1377625.32,1455887.21,107903.8,True
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-22,2,2510444.03,2510444.03,285138.18,False
