month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,13,201917.49,48460.2,True,0.032
2025-08,13,216006.25,51841.5,True,0.0334
2025-09,13,208058.34,49934.0,True,0.0379
2025-10,15,240181.61,57643.59,True,0.0179
2025-11,14,235331.06,56479.45,True,0.0372
2025-12,14,225983.43,54236.02,True,0.0379
2026-01,14,226083.23,54259.98,True,0.0164
2026-02,14,230086.77,55220.82,True,0.0159
2026-03,15,252243.1,60538.34,True,0.025
2026-04,15,241323.29,57917.59,True,0.0295
2026-05,14,233255.34,55981.28,True,0.0255
2026-06,14,235205.93,56449.42,True,0.0215
