tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,668770.89,668770.89,60197.5,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-25,5,806526.24,806526.24,114088.41,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,734390.75,734390.75,93780.22,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,941376.14,941376.14,121979.57,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,1054308.49,1054308.49,99958.01,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-21,1,814743.16,814743.16,101929.63,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,826353.15,826353.15,114899.38,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-21,1,766931.18,766931.18,73419.26,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,915050.22,915050.22,123999.95,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-21,1,856608.9,856608.9,86332.59,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-21,1,768724.89,768724.89,97336.71,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,789131.2,789131.2,58580.11,False
