tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,831826.44,831826.44,119392.66,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,819081.59,819081.59,114322.59,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-21,1,842178.61,842178.61,117719.7,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-21,1,887322.72,887322.72,106129.3,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-21,1,874007.16,874007.16,135076.14,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-22,2,932868.6,932868.6,121076.18,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,830798.62,830798.62,54616.13,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,879926.03,879926.03,76913.05,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-21,1,909995.16,909995.16,94172.4,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,938003.4,938003.4,73255.7,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,846893.19,846893.19,115243.17,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,975131.96,975131.96,116526.21,False
