month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,26,429391.15,103053.88,True,0.0348
2025-08,27,434524.02,104285.76,True,0.0239
2025-09,25,396720.59,95212.94,True,0.02
2025-10,28,456946.3,109667.11,True,0.0242
2025-11,27,430073.28,103217.59,True,0.0242
2025-12,28,461706.31,110809.51,True,0.0286
2026-01,26,428849.42,102923.86,True,0.0156
2026-02,28,467387.83,112173.08,True,0.0254
2026-03,28,444141.74,106594.02,True,0.0256
2026-04,26,434352.8,104244.67,True,0.0186
2026-05,26,432795.34,103870.88,True,0.0292
2026-06,27,449593.85,107902.52,True,0.0203
