tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-21,1,716954.75,716954.75,99596.28,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-23,3,761202.99,761202.99,83455.34,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,772899.62,772899.62,78794.32,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,948577.0,948577.0,107131.81,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-23,3,981133.63,981133.63,115671.17,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-21,1,899908.99,899908.99,121352.07,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-21,1,845833.01,845833.01,101285.35,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-24,4,885598.98,971190.8,84775.31,True
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-23,3,818413.32,818413.32,105414.57,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-22,2,878334.29,878334.29,115513.44,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-23,3,860818.06,860818.06,70786.59,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,825431.11,825431.11,84967.57,False
