date,inflow_amount,outflow_amount,transaction_count,unique_counterparty_count,refund_rate
2025-07-01,133640.34,66124.64,7,5,0.0106
2025-07-02,151495.93,84746.26,5,15,0.0045
2025-07-03,162407.63,90663.38,17,15,0.0043
2025-07-04,108256.21,59049.7,15,9,0.0054
2025-07-05,80235.46,41400.79,8,8,0.0114
2025-07-06,94768.82,55678.2,9,2,0.0084
2025-07-07,133629.43,70561.56,13,3,0.0043
2025-07-08,132149.28,75647.73,12,12,0.0074
2025-07-09,157279.15,85936.74,17,4,0.0078
2025-07-10,122854.71,68200.68,13,9,0.0043
2025-07-11,120752.19,60944.26,12,6,0.01
2025-07-12,94357.39,53925.61,20,4,0.0108
2025-07-13,86562.47,45625.57,16,8,0.0093
2025-07-14,172271.89,92652.94,16,9,0.0111
2025-07-15,153786.14,76923.23,15,14,0.008
2025-07-16,146341.41,84254.85,10,7,0.0121
2025-07-17,125183.35,63890.41,15,11,0.0033
2025-07-18,123063.72,69521.38,14,8,0.0107
2025-07-19,91750.21,58079.23,11,9,0.01
2025-07-20,63121.64,29323.41,9,5,0.0067
2025-07-21,149582.4,73424.71,16,6,0.0061
2025-07-22,129569.14,77297.25,15,7,0.0101
2025-07-23,129808.6,72830.14,8,10,0.0086
2025-07-24,123998.43,59405.1,16,9,0.0099
2025-07-25,120290.98,58818.48,22,6,0.0081
2025-07-26,98715.89,52539.19,7,5,0.0074
2025-07-27,89339.8,46335.3,7,6,0.0093
2025-07-28,129982.21,75556.13,12,3,0.0089
2025-07-29,138392.7,78210.96,9,8,0.0039
2025-07-30,114946.58,68238.96,9,8,0.0084
2025-07-31,120234.13,71589.06,11,9,0.0085
2025-08-01,141922.49,84642.38,12,14,0.0031
2025-08-02,76135.55,39435.29,10,4,0.0094
2025-08-03,99038.56,57843.21,7,7,0.0003
2025-08-04,110484.23,69638.12,10,5,0.0071
2025-08-05,135437.55,77763.0,12,10,0.0041
2025-08-06,175257.03,97383.08,14,9,0.0103
2025-08-07,130419.74,65786.89,11,7,0.0059
2025-08-08,124586.32,61635.78,12,12,0.0081
2025-08-09,69631.51,37535.33,9,4,0.0048
2025-08-10,73829.44,44684.55,9,3,0.0021
2025-08-11,119310.68,73646.12,9,4,0.0122
2025-08-12,119480.9,64187.16,10,6,0.0043
2025-08-13,126910.84,75217.92,6,12,0.003
2025-08-14,122788.94,64400.16,13,10,0.0082
2025-08-15,139545.07,76137.9,11,11,0.0033
2025-08-16,87059.38,51284.85,10,5,0.0087
2025-08-17,85009.85,47573.29,8,9,0.0014
2025-08-18,131549.77,69771.39,15,9,0.0103
2025-08-19,106311.75,53446.87,14,8,0.01
2025-08-20,141619.22,73614.88,12,9,0.007
2025-08-21,122369.47,65424.89,12,13,0.0061
2025-08-22,133720.13,66764.17,11,5,0.0014
2025-08-23,0.0,0.0,0,0,0.0
2025-08-24,101017.04,48981.64,12,5,0.0088
2025-08-25,147737.17,81615.67,20,6,0.0076
2025-08-26,127753.91,63267.56,18,8,0.0097
2025-08-27,174610.3,98536.76,14,8,0.0114
2025-08-28,99383.47,58375.75,10,3,0.0081
2025-08-29,111413.42,58327.21,10,7,0.0104
2025-08-30,76694.21,39901.41,8,3,0.0086
2025-08-31,94709.8,44297.17,17,4,0.0054
2025-09-01,158676.07,82030.0,10,7,0.0069
2025-09-02,148792.22,81644.7,13,7,0.0043
2025-09-03,116729.28,62028.52,18,11,0.0077
2025-09-04,102922.62,59873.43,9,6,0.0119
2025-09-05,0.0,0.0,0,0,0.0
2025-09-06,86130.45,52340.97,11,4,0.0123
2025-09-07,90555.24,50468.54,6,4,0.0082
2025-09-08,123838.38,72472.62,17,10,0.0108
2025-09-09,136497.22,71600.9,15,6,0.0055
2025-09-10,149532.13,78201.61,12,8,0.0069
2025-09-11,166828.65,86778.43,19,13,0.0092
2025-09-12,131524.55,74428.46,15,12,0.0082
