tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,849518.29,849518.29,113519.6,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,836052.9,836052.9,91542.21,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,874594.66,874594.66,100589.85,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,885808.47,885808.47,89933.73,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,972019.15,972019.15,124626.93,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,881249.64,881249.64,74478.24,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-24,4,889635.88,889635.88,98026.48,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,1001873.08,1001873.08,127876.42,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,986900.51,986900.51,84069.9,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,949726.59,949726.59,99956.66,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,857451.4,857451.4,99891.73,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,835614.0,835614.0,104051.59,False
