month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,36,582577.23,139818.54,True,0.0267
2025-08,37,597752.63,143460.63,True,0.0155
2025-09,37,608629.73,146071.14,True,0.0415
2025-10,41,656121.37,157469.13,True,0.036
2025-11,44,720505.41,172921.3,True,0.0215
2025-12,39,637307.53,152953.81,True,0.0397
2026-01,40,627765.3,75331.84,False,0.0246
2026-02,41,677071.21,162497.09,True,0.0328
2026-03,41,681606.99,163585.68,True,0.0312
2026-04,41,686488.59,164757.26,True,0.0342
2026-05,39,651182.99,156283.92,True,0.0379
2026-06,39,657233.8,157736.11,True,0.0312
