month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,12,195210.76,46850.58,True,0.0157
2025-08,13,214063.55,51375.25,True,0.0332
2025-09,12,185554.42,44533.06,True,0.0122
2025-10,12,191083.8,45860.11,True,0.0305
2025-11,13,220489.73,52917.54,True,0.021
2025-12,12,191337.55,45921.01,True,0.0303
2026-01,12,194706.04,46729.45,True,0.0216
2026-02,12,201356.37,48325.53,True,0.0091
2026-03,13,215957.46,51829.79,True,0.0214
2026-04,13,214467.8,51472.27,True,0.0048
2026-05,12,198618.18,47668.36,True,0.0197
2026-06,12,198845.46,47722.91,True,0.024
