month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,19,304500.4,36540.05,False,0.0665
2025-08,20,314838.16,75561.16,True,0.0783
2025-09,19,309884.36,74372.25,True,0.0661
2025-10,21,336582.43,80779.78,True,0.0721
2025-11,20,326799.94,39215.99,False,0.0606
2025-12,22,358177.63,85962.63,True,0.0817
2026-01,21,338233.44,81176.03,True,0.0653
2026-02,20,337099.55,80903.89,True,0.0804
2026-03,19,313187.59,75165.02,True,0.0741
2026-04,24,399881.54,47985.78,False,0.065
2026-05,16,263152.32,63156.56,True,0.0611
2026-06,22,374234.07,89816.18,True,0.0617
