tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-25,5,1936277.37,2152553.28,277818.83,True
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-23,3,1067836.18,1067836.18,101489.7,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,2058590.54,2058590.54,325103.09,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-21,1,2387125.83,2478522.99,285643.89,True
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-23,3,1415110.67,1415110.67,159661.44,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-02-03,14,1160936.41,1160936.41,123292.93,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-26,6,2109278.2,2109278.2,255216.4,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-25,5,1344505.35,1344505.35,154654.83,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,1622728.87,1622728.87,185497.98,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-27,7,1684048.54,1684048.54,232628.25,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-24,4,1456122.47,1456122.47,192048.04,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-21,1,2088640.26,2088640.26,210962.56,False
