month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,16,258299.06,61991.77,True,0.0258
2025-08,17,269372.68,64649.44,True,0.0128
2025-09,17,260364.86,62487.57,True,0.039
2025-10,20,321342.9,77122.3,True,0.0266
2025-11,19,311469.33,74752.64,True,0.0396
2025-12,18,299639.75,71913.54,True,0.0223
2026-01,18,296314.38,71115.45,True,0.0105
2026-02,19,320038.32,76809.2,True,0.0156
2026-03,19,310843.43,74602.42,True,0.0391
2026-04,19,318535.73,76448.58,True,0.0278
2026-05,19,311979.5,74875.08,True,0.024
2026-06,18,305257.74,73261.86,True,0.0304
