tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-22,2,440269.57,440269.57,55461.51,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,443667.87,443667.87,59347.74,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-23,3,476306.14,528564.14,44513.91,True
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-21,1,531899.62,531899.62,77733.9,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-22,2,573461.58,573461.58,73215.46,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-22,2,491139.32,491139.32,56806.87,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-21,1,483307.07,483307.07,45284.38,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-22,2,480083.87,480083.87,66452.26,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,511151.87,511151.87,55355.54,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-22,2,477667.85,448829.3,38295.36,True
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-22,2,486779.48,486779.48,60885.24,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-24,4,498271.24,498271.24,60065.86,False
