month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,26,399245.45,95818.91,True,0.0194
2025-08,26,409659.04,98318.17,True,0.0356
2025-09,26,425479.45,102115.07,True,0.0402
2025-10,29,467974.41,112313.86,True,0.0462
2025-11,31,496795.74,119230.98,True,0.0385
2025-12,29,461173.86,110681.73,True,0.0367
2026-01,28,449444.46,107866.67,True,0.0413
2026-02,29,475588.81,114141.31,True,0.0359
2026-03,28,461411.28,110738.71,True,0.0345
2026-04,28,466333.76,111920.1,True,0.0433
2026-05,29,486168.18,116680.36,True,0.0396
2026-06,29,479338.89,115041.33,True,0.0323
