month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,28,439181.42,105403.54,True,0.0816
2025-08,31,506649.12,121595.79,True,0.0768
2025-09,32,503709.15,120890.2,True,0.09
2025-10,37,617151.43,148116.34,True,0.0798
2025-11,39,647892.36,155494.17,True,0.0801
2025-12,35,582121.79,139709.23,True,0.0753
2026-01,33,534889.58,128373.5,True,0.1015
2026-02,36,586132.66,140671.84,True,0.0912
2026-03,35,594032.9,142567.9,True,0.0821
2026-04,34,559526.74,134286.42,True,0.0748
2026-05,33,544443.15,130666.36,True,0.0937
2026-06,31,516985.76,62038.29,False,0.0781
