tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,1224919.13,1224919.13,180402.79,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-23,3,1163879.92,1163879.92,146068.94,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-26,6,1167997.22,1167997.22,149322.27,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-27,7,1309293.51,1309293.51,159712.64,False
2025-11-01,GSTR-1/3B,2025-12-20,2026-01-01,12,1481047.05,1481047.05,161810.65,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-28,8,1244417.02,1244417.02,156194.82,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-03-03,11,1135801.39,1135801.39,162075.49,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-26,6,1143192.65,1052981.21,91539.04,True
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-27,7,1090927.95,1090927.95,115434.93,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-06-01,12,1049616.49,1049616.49,134916.85,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,997258.61,1028509.7,112753.47,True
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-27,7,1090700.65,1004296.33,124366.3,True
