tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-26,6,1338025.72,1338025.72,164949.44,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-26,6,1413738.13,1565180.26,184322.84,True
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-30,10,1428985.36,1428985.36,164510.76,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-21,1,1481221.22,1481221.22,153589.62,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-30,10,1494690.99,1494690.99,190162.86,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-30,10,1271431.07,1271431.07,187672.1,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-03-11,19,1419844.19,1419844.19,210631.91,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-27,7,1282947.79,1282947.79,163785.6,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-05-02,12,1304881.22,1304881.22,113819.01,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-27,7,1202678.08,1202678.08,145153.07,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-07-03,13,1308188.7,1308188.7,189371.62,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-21,1,1149206.89,1149206.89,109355.89,False
