tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-22,2,1051764.76,1051764.76,102197.01,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,1071411.92,1071411.92,124897.47,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,1158534.49,1158534.49,168675.04,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-21,1,1363433.02,1363433.02,159945.43,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-21,1,1809593.81,1809593.81,168201.19,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,1358584.41,1358584.41,103509.68,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-21,1,1242744.2,1242744.2,131421.17,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,1210521.92,1210521.92,179451.06,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-21,1,1297418.58,1297418.58,169743.91,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-22,2,1275453.17,1275453.17,188290.0,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-21,1,1239798.46,1239798.46,134309.48,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,1167315.58,1167315.58,134079.84,False
